Journal number,Voucher,Date,Year closed,Ledger account,Account name,Description,Currency,Amount in transaction currency,Amount,Amount in reporting currency,Posting type,Posting layer,Created by,Created date and time
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Joshua Gant Expenses to 2020-07-26,USD,51.95,51.95,51.95,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Joshua Gant Expenses to 2020-07-26,USD,149.83,149.83,149.83,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Joshua Gant Expenses to 2020-07-26,USD,51.01,51.01,51.01,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Tannyer Zielinski Expenses to 2020-07-30,USD,13.16,13.16,13.16,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Tannyer Zielinski Expenses to 2020-07-30,USD,15.82,15.82,15.82,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Tannyer Zielinski Expenses to 2020-07-30,USD,6.16,6.16,6.16,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Tannyer Zielinski Expenses to 2020-07-30,USD,15.86,15.86,15.86,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Tannyer Zielinski Expenses to 2020-07-30,USD,114.13,114.13,114.13,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Tannyer Zielinski Expenses to 2020-07-30,USD,54.02,54.02,54.02,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,James Gibson Expenses to 2020-07-23,USD,17.1,17.1,17.1,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,James Gibson Expenses to 2020-07-23,USD,37.65,37.65,37.65,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,Hillary Ferrara Expenses to 2020-07-30,USD,20.01,20.01,20.01,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,Hillary Ferrara Expenses to 2020-07-30,USD,18.89,18.89,18.89,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,Hillary Ferrara Expenses to 2020-07-30,USD,8.06,8.06,8.06,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Jon Faucher Expenses to 2020-07-22,USD,38.8,38.8,38.8,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Jon Faucher Expenses to 2020-07-22,USD,37.96,37.96,37.96,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,James Gibson Expenses to 2020-07-27,USD,84.5,84.5,84.5,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,James Gibson Expenses to 2020-08-03,USD,80.38,80.38,80.38,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Alexandra Martinez-Gertz Expenses to 2020-07-29,USD,78.0,78.0,78.0,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,KEVIN BEHAN Expenses to 2020-08-31,USD,9.41,9.41,9.41,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,KEVIN BEHAN Expenses to 2020-08-31,USD,37.32,37.32,37.32,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,KEVIN BEHAN Expenses to 2020-07-17,USD,346.43,346.43,346.43,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,KEVIN BEHAN Expenses to 2020-07-17,USD,406.82,406.82,406.82,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,KEVIN BEHAN Expenses to 2020-07-24,USD,31.58,31.58,31.58,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,KEVIN BEHAN Expenses to 2020-08-31,USD,35.0,35.0,35.0,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-08-31,USD,21.57,21.57,21.57,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-08-31,USD,9.61,9.61,9.61,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-08-31,USD,43.51,43.51,43.51,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-08-31,USD,12.03,12.03,12.03,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-07-17,USD,8.67,8.67,8.67,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-07-17,USD,87.83,87.83,87.83,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-07-17,USD,26.22,26.22,26.22,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-08-31,USD,33.11,33.11,33.11,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-08-31,USD,9.4,9.4,9.4,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,KEVIN BEHAN Expenses to 2020-08-31,USD,234.24,234.24,234.24,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,Meghan Expenses to 2020-08-01,USD,141.98,141.98,141.98,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,510950,General Supplies,Luke Burwell Expenses to 2020-07-16,USD,7.53,7.53,7.53,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Meghan Expenses to 2020-08-01,USD,35.92,35.92,35.92,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Meghan Expenses to 2020-08-01,USD,4.35,4.35,4.35,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Meghan Expenses to 2020-08-01,USD,5.75,5.75,5.75,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Meghan Expenses to 2020-08-01,USD,22.86,22.86,22.86,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Meghan Expenses to 2020-08-01,USD,193.81,193.81,193.81,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,621600,Postage & Shipping,Alexandra Martinez-Gertz Expenses to 2020-07-29,USD,171.18,171.18,171.18,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600000,Salaries,Salaries,USD,8264.98,8264.98,8264.98,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,215000,Benefits Payable,Health Insurance - Employees,USD,336.7,336.7,336.7,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,249.35,249.35,249.35,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Elvin Uhlenhopp Expenses to 2020-07-22,USD,22.99,22.99,22.99,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,1557.69,1557.69,1557.69,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,423.08,423.08,423.08,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,412.14,412.14,412.14,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,Jose Diaz Expenses to 2020-07-24,USD,47.15,47.15,47.15,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,Jose Diaz Expenses to 2020-07-22,USD,47.15,47.15,47.15,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,Jose Diaz Expenses to 2020-07-23,USD,47.15,47.15,47.15,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,Jose Diaz Expenses to 2020-07-31,USD,108.1,108.1,108.1,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,521500,Employee Training,David Gushleff Expenses to 2020-08-02,USD,170.0,170.0,170.0,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,112.98,112.98,112.98,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,426.0,426.0,426.0,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600007,Overtime,Overtime,USD,368.28,368.28,368.28,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,98.46,98.46,98.46,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600007,Overtime,Overtime,USD,637.88,637.88,637.88,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,1664.76,1664.76,1664.76,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,3865.39,3865.39,3865.39,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,389.11,389.11,389.11,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600007,Overtime,Overtime,USD,59.93,59.93,59.93,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,1887.95,1887.95,1887.95,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,1341.95,1341.95,1341.95,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,531000,Repairs/Maintenance,Brent Gadbois Expenses to 2020-06-30,USD,11.14,11.14,11.14,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,621200,Office Supplies,Karina Jiron Expenses to 2020-07-24,USD,15.93,15.93,15.93,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,621200,Office Supplies,Asma Hooda Expenses to 2020-07-23,USD,55.2,55.2,55.2,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,6.99,6.99,6.99,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,26.3,26.3,26.3,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,19.15,19.15,19.15,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,22.15,22.15,22.15,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,15.19,15.19,15.19,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,22.02,22.02,22.02,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,7.65,7.65,7.65,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,19.15,19.15,19.15,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,8.13,8.13,8.13,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-07-24,USD,37.46,37.46,37.46,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,17.72,17.72,17.72,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,8.1,8.1,8.1,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,12.76,12.76,12.76,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,9.14,9.14,9.14,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,15.69,15.69,15.69,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,6.99,6.99,6.99,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,10.24,10.24,10.24,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,20.43,20.43,20.43,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,12.55,12.55,12.55,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,4.65,4.65,4.65,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,652500,Entertainment 50% deductible,Karina Jiron Expenses to 2020-08-01,USD,13.9,13.9,13.9,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Ruben Mijares Expenses to 2020-07-20,USD,159.28,159.28,159.28,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Ruben Mijares Expenses to 2020-07-21,USD,6.67,6.67,6.67,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Ruben Mijares Expenses to 2020-07-21,USD,104.34,104.34,104.34,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Jordan Rodriguez Expenses to 2020-07-28,USD,16.5,16.5,16.5,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Jordan Rodriguez Expenses to 2020-07-28,USD,61.79,61.79,61.79,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Jordan Rodriguez Expenses to 2020-07-28,USD,61.66,61.66,61.66,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,504000,Travel,Jordan Rodriguez Expenses to 2020-07-28,USD,61.79,61.79,61.79,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600007,Overtime,Overtime,USD,349.37,349.37,349.37,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600000,Salaries,Salaries,USD,3747.32,3747.32,3747.32,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-616.45,-616.45,-616.45,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,915.4,915.4,915.4,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,215000,Benefits Payable,Health Insurance - Employees,USD,-302.21,-302.21,-302.21,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,413.28,413.28,413.28,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600000,Salaries,Salaries,USD,1120.0,1120.0,1120.0,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-228.45,-228.45,-228.45,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,334.91,334.91,334.91,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,170.52,170.52,170.52,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,621800,Security,Beth Scragg Expenses to 2020-07-31,USD,171.4,171.4,171.4,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,621800,Security,Beth Scragg Expenses to 2020-07-31,USD,83.15,83.15,83.15,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,621800,Security,Beth Scragg Expenses to 2020-07-31,USD,76.65,76.65,76.65,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,621700,Membership Fees / Subscriptions,Jon Faucher Expenses to 2020-07-22,USD,19.49,19.49,19.49,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,531350,Phone & Telecommunications,Jon Faucher Expenses to 2020-07-22,USD,16.95,16.95,16.95,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,531350,Phone & Telecommunications,Jon Faucher Expenses to 2020-07-22,USD,16.95,16.95,16.95,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,531350,Phone & Telecommunications,Jon Faucher Expenses to 2020-07-22,USD,16.95,16.95,16.95,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,531350,Phone & Telecommunications,Jon Faucher Expenses to 2020-07-22,USD,16.95,16.95,16.95,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,531350,Phone & Telecommunications,Jon Faucher Expenses to 2020-07-22,USD,16.95,16.95,16.95,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,531350,Phone & Telecommunications,Jon Faucher Expenses to 2020-07-04,USD,16.95,16.95,16.95,Ledger journal,Current,ahooda,2020-08-13 17:18:08
GJT-049136,Prl_000000313,2020-08-13 00:00:00,No,604000,Travel,Robin Skerry Expenses to 2020-07-29,USD,60.32,60.32,60.32,Ledger journal,Current,ahooda,2020-08-13 17:18:08
